fid,id,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast
"765","764",,,138.84802,201.18071,0.27831,79.52970,76.41604,77.44988,10.13288,8.03748,3.19827,20.77481,19.18897,13.39710,,3852.33911,67088.89844,
"766","765",,,,,,,,,,,,,,,,19722.41992,66868.76563,
"767","766",,,,,,,,,,,,,,,,16215.22852,83164.16406,
"768","767",1.00000,,134.94809,158.77809,0.01020,89.04338,93.53953,94.76214,10.91560,8.41025,4.14422,18.72943,16.60383,12.21380,,14278.47852,70672.67188,
"769","768",1.00000,0.00886,137.97038,156.64793,0.11201,93.15083,93.86609,95.60770,10.58946,8.03416,3.73107,18.13902,16.05754,11.64256,133.11365,4023.68237,95518.38281,5.71246
"770","769",,,,,,,,,,,,,,,,57267.75000,114309.85156,
"771","770",,,,,,,,,,,,,,,,11659.13867,92997.17188,
"772","771",,,,,,,,,,,,,,,,11680.90723,112003.22656,
"773","772",,,,,,,,,,,,,,,,66723.57031,149574.14063,
"774","773",,,,,,,,,,,,,,,,33919.70703,130856.74219,
"775","774",,,,,,,,,,,,,,,,12381.51758,51650.99219,
"776","775",,,,,,,,,,,,,,,,167694.84375,200096.35938,
"777","776",,,,,,,,,,,,,,,,55756.46875,30109.56250,
"778","777",,,,,,,,,,,,,,,,25625.18750,180623.59375,
"779","778",,,,,,,,,,,,,,,,124797.35156,199216.48438,
"780","779",,,,,,,,,,,,,,,,49988.49609,68444.23438,
"781","780",,,,,,,,,,,,,,,,158631.65625,208215.15625,
"782","781",,,,,,,,,,,,,,,,31408.64063,49706.46094,
"783","782",,,,,,,,,,,,,,,,41155.99609,96930.82031,
"784","783",3.00000,0.01868,135.41324,214.35904,0.37100,79.72518,77.39138,79.12758,10.38540,8.63529,3.80596,21.54098,20.25163,14.60443,137.50259,346.32083,12077.60254,1.61063
"785","784",,,,,,,,,,,,,,,,88045.99219,161174.03125,
"786","785",1.00000,0.02442,139.74109,202.64366,0.23866,101.74161,103.29077,94.11166,9.40110,7.73056,3.00019,19.66686,18.39572,13.31568,344.42288,12939.80664,1290.40186,6.23711
"787","786",2.00000,0.00909,137.97267,209.28709,0.30574,92.37337,91.65446,86.78868,9.41700,7.80087,3.03974,20.66822,19.48120,14.18221,275.75140,8075.34521,18791.32813,2.80552
"788","787",,,,,,,,,,,,,,,,15387.69824,84476.80469,
"789","788",,,,,,,,,,,,,,,,176248.57813,255146.45313,
"790","789",,,,,,,,,,,,,,,,77244.32031,145709.50000,
"791","790",,0.00251,141.06000,181.75079,0.28585,108.06689,114.33073,105.65359,9.46836,7.61566,3.05639,18.45609,16.90978,12.19405,379.03241,20618.24023,11695.89746,4.01957
"792","791",1.00000,0.02504,141.10262,196.25084,0.31820,86.67358,82.52023,77.55110,9.37345,7.47754,2.77699,19.95683,18.45965,12.84933,233.66383,2598.63184,5691.73193,0.36440
"793","792",2.00000,0.01127,135.75079,200.53038,0.19546,96.00129,97.74108,97.56548,9.86556,8.10427,3.51052,20.44057,19.14668,14.24340,256.42947,11510.43555,8545.21973,5.28301
"794","793",,,,,,,,,,,,,,,,27005.40820,186418.93750,
"795","794",,,,,,,,,,,,,,,,95842.71875,163140.50000,
"796","795",,,,,,,,,,,,,,,,152510.51563,230872.64063,
"797","796",3.00000,0.01725,136.03323,207.20811,0.23442,97.39910,91.18960,79.88290,10.75532,8.96561,4.11401,20.14246,18.89024,13.72503,154.86507,2164.17407,25239.68555,4.45030
"798","797",,,,,,,,,,,,,,,,104142.98438,143117.98438,
"799","798",,,,,,,,,,,,,,,,17586.79688,110187.63281,
"800","799",,,,,,,,,,,,,,,,26789.26563,125359.15625,
"801","800",2.00000,0.01125,136.64758,198.40396,0.30166,74.66996,72.51694,75.27218,10.65676,8.48604,3.82349,20.56840,18.97830,13.43385,84.55679,15166.91895,31574.34766,2.08855
"802","801",,,,,,,,,,,,,,,,43503.89844,92233.75000,
"803","802",,,,,,,,,,,,,,,,34642.02344,108609.96094,
"804","803",,,,,,,,,,,,,,,,24535.81445,103335.19531,
"805","804",1.00000,0.00810,149.68048,178.95163,0.45334,88.76112,85.09815,78.55006,8.84075,6.60993,1.85826,17.20554,15.48592,10.10221,313.28818,11967.15918,73122.07031,1.24744
"806","805",,,,,,,,,,,,,,,,11136.82910,20942.89258,
"807","806",,,,,,,,,,,,,,,,57567.14063,112359.97656,
"808","807",3.00000,0.00565,136.36263,178.67020,0.12261,80.74407,83.32233,88.36807,10.00684,7.75997,3.35485,20.12722,18.32052,13.33445,49.30075,422.94293,54506.20313,0.80558
"809","808",,,,,,,,,,,,,,,,213518.46875,233489.03125,
"810","809",,,,,,,,,,,,,,,,41252.27734,90607.14063,
"811","810",,,133.57550,173.70351,0.09091,101.57133,109.30515,108.92818,11.04860,8.84639,4.51612,18.99859,17.15158,12.93244,69.25594,18085.95703,6466.77051,
"812","811",,,,,,,,,,,,,,,,28557.40430,101650.60156,
"813","812",2.00000,0.00546,134.72946,202.61427,0.14299,77.32155,75.44981,78.12057,10.65583,8.63277,3.94216,21.10444,19.70955,14.22627,79.90461,1721.75720,17094.57031,2.73440
"814","813",,,,,,,,,,,,,,,,129104.55469,158282.21875,
"815","814",,,,,,,,,,,,,,,,4220.60205,48593.68359,
"816","815",,,,,,,,,,,,,,,,38961.69141,95377.38281,
"817","816",,,,,,,,,,,,,,,,9426.75977,187498.04688,
"818","817",,0.00190,145.25243,162.29327,0.09091,105.26702,96.65296,84.82741,9.28471,7.34729,2.90358,17.21933,15.17741,10.40168,3.77667,132406.71875,154950.43750,4.98543
"819","818",2.00000,0.00563,135.34190,200.93773,0.18694,92.11870,93.90838,95.46887,9.95521,8.16859,3.58166,20.59530,19.28239,14.30105,255.54802,13795.16504,9410.78906,5.19738
"820","819",3.00000,0.02447,140.59198,206.86780,0.38989,89.28345,84.23793,80.44352,8.82354,7.21527,2.41021,20.33082,19.21992,13.69971,357.37177,15428.33398,30252.03125,2.06926
"821","820",1.00000,0.04810,137.12283,202.19897,0.31541,103.96835,102.23859,92.16193,10.30313,8.59761,3.73374,19.51713,18.33526,13.48637,331.55380,1849.64026,46449.03125,4.82773
"822","821",,,,,,,,,,,,,,,,172234.81250,238648.96875,
"823","822",1.00000,0.00446,141.28590,181.04625,0.13077,89.39603,84.44753,72.25912,10.62998,8.49843,3.65317,18.05055,16.39979,11.45187,72.39706,4436.49170,27385.89258,6.16718
"824","823",5.00000,0.01427,141.90144,202.94014,0.42514,93.86758,88.83836,82.83160,8.67613,7.06267,2.25499,19.73264,18.64879,13.16955,439.74722,16151.07617,28803.78320,2.29856
"825","824",,0.00920,138.77190,186.93784,0.16423,104.57003,109.68673,103.60225,9.71650,7.86230,3.31041,19.11428,17.61944,12.90912,297.67859,19506.38477,16125.33105,1.28310
"826","825",,,,,,,,,,,,,,,,94437.60156,129580.31250,
"827","826",,,,,,,,,,,,,,,,86990.41406,134408.85938,
"828","827",,0.01734,143.20729,165.80890,0.31138,110.18716,114.98625,106.42218,9.75529,7.68842,3.10476,17.24047,15.48994,10.97400,479.30701,21996.22461,55315.05469,2.57531
"829","828",,,,,,,,,,,,,,,,257391.57813,308465.15625,
"830","829",,0.00360,134.56001,178.65843,0.09091,94.57969,99.92351,103.74860,10.23522,8.16451,3.88108,19.76802,18.02024,13.41114,167.22983,17193.18164,7547.11377,2.05715
"831","830",,,,,,,,,,,,,,,,60789.25391,157374.81250,
"832","831",,,,,,,,,,,,,,,,6243.65723,62110.93750,
"833","832",,0.00356,149.18182,168.70634,0.09091,112.86954,104.72063,87.91942,8.15553,6.22710,1.64487,17.27524,15.45580,10.23310,262.06952,145876.31250,176182.68750,0.91823
"834","833",2.00000,,139.80403,189.63513,0.19578,73.73618,73.10536,80.05087,10.54990,8.03681,3.42712,19.67291,17.86516,12.31223,29.45651,470.58755,58477.85156,
"835","834",,,,,,,,,,,,,,,,61202.83984,97162.71094,
"836","835",,,,,,,,,,,,,,,,171053.29688,210683.50000,
"837","836",,,,,,,,,,,,,,,,22421.52344,66613.74219,
"838","837",2.00000,0.00609,135.61656,198.62384,0.20422,82.67525,83.82742,88.18089,9.87520,7.97558,3.43397,20.81055,19.40125,14.26338,214.89806,10912.62500,5576.69141,2.87393
"839","838",,,,,,,,,,,,,,,,187383.82813,235522.14063,
"840","839",,,,,,,,,,,,,,,,32280.74609,70815.32031,
"841","840",,,,,,,,,,,,,,,,65759.29688,168800.73438,
"842","841",,,,,,,,,,,,,,,,116782.40625,194821.78125,
"843","842",,,,,,,,,,,,,,,,7833.91406,83602.35938,
"844","843",,,,,,,,,,,,,,,,20255.14258,59338.76563,
"845","844",2.00000,0.00659,138.90952,203.93425,0.28170,101.37755,100.63566,90.98723,9.63931,7.98564,3.19500,19.76931,18.57228,13.49873,348.58951,4266.69189,10830.39648,0.92385
"846","845",,,,,,,,,,,,,,,,238491.59375,309305.03125,
"847","846",,,,,,,,,,,,,,,,52493.40625,124660.00000,
"848","847",1.00000,,,,,,,,,,,,,,,9631.87695,25549.45313,
"849","848",,,,,,,,,,,,,,,,80919.14844,102164.99219,
"850","849",,,,,,,,,,,,,,,,88409.20313,99740.42969,
"851","850",3.00000,0.02586,137.77551,154.64935,0.00034,106.04079,113.36213,107.04655,10.80229,8.47512,4.11833,18.10530,15.75953,11.49693,34.68779,259.88571,79792.08594,2.93665
"852","851",,,,,,,,,,,,,,,,10678.55273,60635.19922,
"853","852",,,,,,,,,,,,,,,,222378.78125,271546.53125,
"854","853",,,,,,,,,,,,,,,,72837.39063,150974.18750,
"855","854",,0.01662,154.60588,149.80107,0.09417,97.17724,96.00697,79.80341,7.45218,5.25082,1.02649,15.51325,13.67398,8.82937,257.98300,20307.32031,31853.77344,2.80766
"856","855",,,,,,,,,,,,,,,,8040.36230,83037.30469,
"857","856",,,,,,,,,,,,,,,,59650.33984,126709.05469,
"858","857",1.00000,0.00381,147.29654,174.26636,0.33108,85.88675,81.26376,74.51330,8.68594,6.44744,1.99496,17.75846,16.06579,10.71099,37.81969,4620.40332,46911.73828,2.11560
"859","858",,,,,,,,,,,,,,,,31347.20508,213073.67188,
"860","859",1.00000,,145.96709,166.86415,0.23466,92.26996,85.57738,72.59247,10.16029,7.75973,3.01586,16.79903,14.87276,10.02857,3.31591,243.39241,62589.94141,
"861","860",,,,,,,,,,,,,,,,41343.92969,98453.27344,
"862","861",,0.02979,141.80582,167.27831,0.16298,110.23381,115.21102,106.00585,9.87760,7.84801,3.29042,17.60952,15.86255,11.35840,386.33585,22179.25781,40396.60547,1.94695
"863","862",,,,,,,,,,,,,,,,130351.80469,130558.96875,
"864","863",,,,,,,,,,,,,,,,25688.12500,72608.36719,
"865","864",,,,,,,,,,,,,,,,29328.57813,99891.62500,
"866","865",,,,,,,,,,,,,,,,45673.16797,102161.72656,
"867","866",,,,,,,,,,,,,,,,108668.17188,155442.62500,
"868","867",,,,,,,,,,,,,,,,58964.97266,39743.53906,
"869","868",1.00000,0.02024,145.84543,186.40450,0.46335,95.02177,90.76785,83.70911,8.82839,6.91808,2.12372,18.16286,16.74823,11.32653,444.36575,10795.73340,8106.43018,3.54953
"870","869",,,,,,,,,,,,,,,,237198.59375,313233.56250,
"871","870",,,150.84532,173.18227,0.09091,112.78195,106.62424,89.95189,7.78873,5.97407,1.28120,16.95780,15.30047,10.05187,352.06961,181593.59375,205620.23438,
"872","871",,,,,,,,,,,,,,,,165719.62500,217719.34375,
"873","872",2.00000,0.00807,133.81808,208.99692,0.28435,89.70244,90.60204,90.44926,10.23200,8.52806,3.87196,21.27409,19.99939,14.91632,153.77765,11254.06055,1106.50476,2.49228
"874","873",,0.02237,134.03474,179.57634,0.11439,94.76968,100.02182,103.67028,10.28421,8.23403,3.94300,19.88570,18.16091,13.54772,159.88470,19964.59375,3295.57007,4.87785
"875","874",,,,,,,,,,,,,,,,17639.13281,156672.50000,
"876","875",,,,,,,,,,,,,,,,151214.15625,204744.96875,
"877","876",,,,,,,,,,,,,,,,36606.64844,80058.20313,
"878","877",,,,,,,,,,,,,,,,53366.72266,124728.99219,
"879","878",,,131.18541,177.57254,0.15380,99.04047,105.79266,108.93302,11.06161,8.95559,4.72754,19.76166,17.96478,13.59417,37.84117,2042.54712,5222.49561,
"880","879",,,,,,,,,,,,,,,,20979.88086,101719.10156,
"881","880",2.00000,,136.88699,193.64330,0.25217,74.80031,75.39658,81.68509,9.98058,7.82960,3.27089,20.85652,19.22204,13.76350,41.99920,10618.79199,29920.66797,
"882","881",,,,,,,,,,,,,,,,41075.69531,94821.20313,
"883","882",1.00000,0.00428,144.30176,198.07358,0.40637,83.49478,80.76595,82.54585,9.36641,7.24548,2.34716,19.46147,17.86117,12.00612,219.26720,7716.18359,61978.94922,3.12047
"884","883",,,,,,,,,,,,,,,,54598.37109,152947.75000,
"885","884",,,,,,,,,,,,,,,,7574.53271,45265.16797,
"886","885",,,,,,,,,,,,,,,,17812.76563,73328.23438,
"887","886",2.00000,0.00227,137.10141,215.73117,0.36740,85.29756,81.32223,77.66222,9.46086,7.87305,3.08247,21.35252,20.18465,14.68630,170.82806,597.57019,7902.86816,1.40703
"888","887",1.00000,0.01201,132.62433,189.69760,0.12794,101.99674,106.45898,106.51711,10.56021,8.61682,4.23329,20.15328,18.61696,14.14409,144.72688,1350.87048,13944.15820,4.93826
"889","888",,,,,,,,,,,,,,,,33098.55078,170278.01563,
"890","889",,,,,,,,,,,,,,,,46919.80078,98364.36719,
"891","890",,,,,,,,,,,,,,,,170845.03125,201148.07813,
"892","891",,,,,,,,,,,,,,,,50611.88672,114205.25781,
"893","892",1.00000,0.00983,141.16304,198.65994,0.35585,103.70528,100.26328,90.48956,9.42396,7.77318,2.89889,18.90301,17.81696,12.75412,507.00824,609.61755,21670.29297,2.17753
"894","893",2.00000,0.00628,134.69133,203.04979,0.19746,93.16198,94.90746,95.50066,10.05806,8.29323,3.70347,20.75765,19.44716,14.50055,219.49422,340.24536,17137.71680,5.56653
"895","894",,,,,,,,,,,,,,,,45306.79297,118828.80469,
"896","895",,0.00362,140.13982,197.28214,0.20048,103.86813,107.29395,97.78053,9.40947,7.68874,3.01167,19.36223,17.99657,13.01091,342.45825,2281.47998,6974.59277,4.80309
"897","896",,,,,,,,,,,,,,,,29662.12305,130396.60156,
"898","897",,,,,,,,,,,,,,,,207785.75000,284757.46875,
"899","898",,,,,,,,,,,,,,,,48436.08594,88388.34375,
"900","899",,,,,,,,,,,,,,,,7288.39355,52733.77734,
"901","900",,,,,,,,,,,,,,,,135329.26563,161707.84375,
"902","901",2.00000,0.00982,136.45261,213.64095,0.35837,81.10890,77.11848,76.75105,9.86695,8.17556,3.35914,21.44514,20.20074,14.58779,144.29315,4399.28613,16083.02930,5.19880
"903","902",,,,,,,,,,,,,,,,182685.65625,223224.51563,
"904","903",2.00000,0.02773,138.99216,209.89169,0.41716,85.22622,79.65279,77.82071,9.08893,7.45851,2.65937,20.81548,19.66043,14.11974,269.35315,298.93982,20318.08789,5.28382
"905","904",2.00000,0.00813,136.48502,208.70586,0.35305,79.20168,76.12064,78.07051,10.32794,8.43478,3.62331,21.26061,19.87929,14.14832,153.24020,4398.28027,21202.17188,0.41957
"906","905",,,,,,,,,,,,,,,,66463.54688,89832.24219,
"907","906",,,,,,,,,,,,,,,,15373.07227,118861.31250,
"908","907",,0.00655,135.52705,166.19432,0.11617,93.39896,99.43732,104.07516,10.25881,8.03293,3.82401,19.18094,17.24286,12.70960,159.47276,6683.43750,30401.03711,1.52684
"909","908",,,,,,,,,,,,,,,,7240.03906,53594.76953,
"910","909",,,,,,,,,,,,,,,,83984.25781,144252.15625,
"911","910",2.00000,0.00771,138.22232,206.13731,0.27958,94.41190,94.33537,89.54844,9.38715,7.75062,3.01163,20.42632,19.22469,14.00525,310.33804,10368.31250,11827.45898,3.93516
"912","911",1.00000,0.05266,135.30809,209.59485,0.21776,95.78089,89.32991,78.25188,10.80259,9.02404,4.19468,20.50112,19.25024,14.04610,109.57219,533.98505,20910.98828,5.46722
"913","912",2.00000,,142.75041,191.46524,0.32140,81.79651,77.70486,74.92342,9.61122,7.50250,2.83336,19.43900,17.68605,12.08584,169.48866,21068.10742,12632.04004,
"914","913",,,,,,,,,,,,,,,,13445.54004,177298.93750,
"915","914",,,,,,,,,,,,,,,,7908.17188,62300.57813,
"916","915",,,,,,,,,,,,,,,,69568.66406,136173.59375,
"917","916",,,,,,,,,,,,,,,,3351.51978,93487.20313,
"918","917",,,,,,,,,,,,,,,,7092.32178,70290.47656,
"919","918",,,,,,,,,,,,,,,,32537.44336,103003.53906,
"920","919",,,,,,,,,,,,,,,,50692.32813,149387.06250,
"921","920",,,,,,,,,,,,,,,,58964.97266,39743.53906,
"922","921",,,,,,,,,,,,,,,,74442.60938,136242.45313,
"923","922",,,,,,,,,,,,,,,,135875.04688,194452.87500,
"924","923",,,,,,,,,,,,,,,,120414.60156,168119.42188,
"925","924",1.00000,0.02687,153.55048,167.78329,0.29501,87.32829,84.85859,80.31940,7.88731,5.58483,1.26635,16.41681,14.59127,9.15676,174.89717,3928.58936,76877.50781,2.53736
"926","925",,,,,,,,,,,,,,,,54871.03906,107278.35156,
"927","926",1.00000,0.00889,134.73512,192.06557,0.21585,102.43330,105.90826,105.59155,10.13496,8.25044,3.79742,20.03253,18.60034,14.03456,208.33771,5825.26563,15401.74316,1.26913
"928","927",,0.01029,157.69075,153.44379,0.13587,99.31580,98.32127,82.25381,6.92578,4.79217,0.54308,15.15231,13.37384,8.36411,403.10608,38244.83594,39973.93750,3.60686
"929","928",1.00000,0.01934,136.16229,207.16219,0.27176,97.82673,91.75089,80.05714,10.76074,8.96576,4.12030,20.12122,18.85579,13.69715,152.85620,529.76453,28998.14063,4.48143
"930","929",,,,,,,,,,,,,,,,143679.37500,200829.76563,
"931","930",2.00000,0.02009,140.45555,194.26437,0.31439,103.72652,106.93960,98.81107,9.28723,7.56102,2.89298,19.23235,17.89187,12.92503,384.50409,5310.62402,13076.65430,2.31124
"932","931",,,,,,,,,,,,,,,,90520.46875,158976.35938,
"933","932",1.00000,0.01915,140.92502,183.07979,0.27140,107.76965,113.84458,104.82148,9.48538,7.64563,3.07593,18.55201,17.01298,12.27408,367.81802,18320.54492,7665.89990,6.24321
"934","933",2.00000,0.00523,134.90131,206.42737,0.20145,78.51634,75.76660,77.05478,10.80071,8.80611,4.05694,21.22578,19.80816,14.19008,28.39817,2085.00024,19736.78516,5.28541
"935","934",,,,,,,,,,,,,,,,105964.71094,128087.98438,
"936","935",,,,,,,,,,,,,,,,41335.51172,59171.80469,
"937","936",1.00000,0.01497,145.66077,172.48975,0.29907,90.66463,84.47903,72.36123,10.06760,7.76064,2.97157,17.07802,15.25926,10.31035,84.65834,4551.67822,78011.21875,3.01497
"938","937",,,,,,,,,,,,,,,,8887.11523,122186.98438,
"939","938",1.00000,0.04257,141.50746,199.59799,0.40777,103.04889,100.28053,90.84001,9.19530,7.56631,2.71815,19.04029,17.95482,12.83141,513.52869,15016.02344,31553.87305,5.80303
"940","939",,,,,,,,,,,,,,,,35960.54688,100544.47656,
"941","940",,,,,,,,,,,,,,,,30880.21289,65925.95313,
"942","941",,,,,,,,,,,,,,,,88084.02344,171856.59375,
"943","942",,,,,,,,,,,,,,,,6304.41553,49940.67969,
"944","943",,,,,,,,,,,,,,,,26686.75391,73731.21875,
"945","944",,,,,,,,,,,,,,,,77232.62500,162581.09375,
"946","945",,,,,,,,,,,,,,,,5377.93652,176521.59375,
"947","946",,,,,,,,,,,,,,,,48241.64844,139152.26563,
"948","947",2.00000,0.01358,136.33759,214.13016,0.37404,81.50634,77.58627,77.04648,9.83615,8.17698,3.35891,21.44864,20.23175,14.64854,156.92302,2045.88586,10717.88477,4.73693
"949","948",,0.02919,137.17006,158.24274,0.00319,109.50017,119.15826,110.41817,10.74842,8.54792,4.22198,18.02693,15.84365,11.63398,76.02104,38773.61328,44033.35156,2.66908
"950","949",1.00000,0.01976,147.78145,183.99411,0.46265,91.99871,87.88571,81.90530,8.85691,6.81600,2.02125,17.61044,16.06126,10.63766,400.70010,13826.05957,6476.03223,2.92776
"951","950",,,,,,,,,,,,,,,,53835.34375,124376.82031,
"952","951",,,,,,,,,,,,,,,,113028.02344,165239.84375,
"953","952",,0.01926,143.03833,188.25339,0.30619,106.76206,103.44881,93.17722,9.49461,7.76294,2.87145,17.82136,16.66252,11.74676,569.16779,8717.41992,36962.99609,1.67212
"954","953",,,,,,,,,,,,,,,,87285.06250,143739.12500,
"955","954",,,,,,,,,,,,,,,,109989.20313,198286.21875,
"956","955",,0.01073,147.48880,161.25877,0.13656,106.00232,98.54800,81.13528,8.56975,6.48176,2.00525,17.32997,15.42482,10.34706,91.96828,82459.00781,111732.23438,4.67439
"957","956",1.00000,0.02722,136.54230,207.64650,0.26085,97.58981,91.31526,79.67676,10.57629,8.81054,3.98121,20.20046,18.96450,13.77217,175.26680,1178.78857,24097.41211,2.78673
"958","957",,,,,,,,,,,,,,,,19380.44531,75813.42969,
"959","958",1.00000,0.01227,139.86516,202.02280,0.29139,82.79038,79.63922,79.60623,9.65946,7.69490,2.88078,20.61567,19.12227,13.34921,100.76990,384.17419,59672.03516,5.65619
"960","959",1.00000,0.02069,139.20125,152.12271,0.22027,91.68964,96.86564,104.50880,10.49537,8.01150,3.77383,17.42458,15.43141,11.14128,157.67450,6776.49902,85784.91406,5.04746
"961","960",,,,,,,,,,,,,,,,62180.95313,142614.48438,
"962","961",,,,,,,,,,,,,,,,58938.17578,104732.95313,
"963","962",1.00000,0.00966,132.40771,191.68909,0.18186,100.34296,104.36500,104.46851,10.53257,8.61464,4.20744,20.37552,18.86348,14.32998,105.23792,1314.02551,13892.44434,4.41974
"964","963",,,,,,,,,,,,,,,,93624.77344,135707.56250,
"965","964",,,,,,,,,,,,,,,,97664.09375,174352.35938,
"966","965",5.00000,0.01054,134.61443,198.38657,0.19461,96.09294,98.61536,99.28162,10.07693,8.26069,3.73795,20.49377,19.12391,14.31696,227.76956,4966.26074,13846.07715,3.76743
"967","966",,0.01913,139.48360,163.80583,0.10303,109.31101,119.29604,113.34906,10.12736,8.01621,3.65087,17.76133,15.87303,11.56718,256.82065,49492.11719,3659.81934,5.27428
"968","967",1.00000,,136.99950,172.96840,0.14741,91.20044,88.13661,96.45853,10.22924,7.86255,3.64750,19.58885,17.69510,12.62972,51.29137,1286.72986,173608.21875,
"969","968",,,,,,,,,,,,,,,,13797.72168,53945.22266,
"970","969",,,,,,,,,,,,,,,,38435.15625,134346.51563,
"971","970",,0.01056,134.79512,170.89186,0.18480,102.02423,109.56152,113.15003,10.83015,8.63995,4.41063,18.66083,16.83782,12.57858,171.47369,9864.92285,19077.00781,2.41650
"972","971",2.00000,0.01262,134.47359,208.49664,0.27633,85.30666,86.22495,88.69965,10.23136,8.45835,3.78362,21.16913,19.90384,14.68451,193.47437,7458.77539,14984.37305,5.27884
"973","972",,,,,,,,,,,,,,,,83055.24219,133814.21875,
"974","973",2.00000,0.01005,139.99825,189.78514,0.29614,77.60322,78.25039,85.61724,9.81447,7.53597,2.96323,19.84716,18.17412,12.72885,150.33334,3528.78003,48722.20313,5.65017
"975","974",,,,,,,,,,,,,,,,71530.87500,83298.78906,
"976","975",1.00000,0.07079,137.70422,185.29539,0.21292,99.93561,99.56554,90.73009,10.72215,8.71053,3.99692,18.81162,17.24771,12.57902,253.18468,9119.41211,74349.34375,5.78057
"977","976",2.00000,0.01732,139.07426,190.25537,0.20206,76.26675,76.78603,83.75304,9.93565,7.66455,3.08723,20.13061,18.45120,12.97699,107.27450,2283.71191,43748.82422,5.08127
"978","977",,,,,,,,,,,,,,,,93215.59375,91271.84375,
"979","978",1.00000,0.03631,135.33882,213.10883,0.30182,93.52740,86.75180,76.11888,10.27849,8.59442,3.85148,21.03607,19.84513,14.51594,89.70821,1282.37732,4106.50146,2.43879
"980","979",,,,,,,,,,,,,,,,133470.45313,215105.51563,
"981","980",,0.01555,135.55145,199.10503,0.20030,73.70085,73.27129,79.79631,9.95351,7.95177,3.40151,21.19577,19.69405,14.29998,87.72427,2742.07056,6162.45068,0.53012
"982","981",1.00000,0.03895,137.73657,207.78683,0.32298,96.12511,89.64643,78.73901,9.63384,7.99550,3.28002,20.47468,19.32867,13.99205,171.35646,1906.97974,8951.62988,2.29491
"983","982",,,,,,,,,,,,,,,,28619.71680,111596.02344,
"984","983",,,,,,,,,,,,,,,,72383.46094,132935.45313,
"985","984",3.00000,0.02268,134.41342,213.77147,0.32051,79.61301,78.56970,81.35955,10.75664,8.94329,4.12599,21.47029,20.15302,14.54297,112.31740,91.58768,5632.06299,5.80111
"986","985",,,,,,,,,,,,,,,,37809.24219,88441.38281,
"987","986",,,,,,,,,,,,,,,,156725.48438,177771.12500,
"988","987",,,,,,,,,,,,,,,,35926.85547,131982.53125,
"989","988",,,,,,,,,,,,,,,,84227.16406,163609.32813,
"990","989",,,,,,,,,,,,,,,,14535.77832,76331.78906,
"991","990",1.00000,,136.86511,156.64783,0.00000,106.36301,114.26868,107.41922,10.88933,8.59283,4.25130,18.23339,15.92596,11.68142,10.29879,3925.23657,68500.20313,
"992","991",,,,,,,,,,,,,,,,24375.86914,130396.16406,
"993","992",1.00000,0.08726,139.17290,209.44243,0.43494,95.58847,90.41154,81.78596,9.36292,7.75546,2.94823,20.17453,19.09231,13.73862,327.09845,8935.46094,23490.33594,5.33550
"994","993",,,148.18614,167.55598,0.06970,109.92626,102.11333,88.46036,8.50786,6.63634,2.08367,17.11001,15.25347,10.25399,193.64857,163223.34375,198810.37500,
"995","994",1.00000,,145.65810,180.32970,0.37222,82.81543,80.20824,74.62813,9.31436,7.00399,2.33107,18.46192,16.63396,11.14051,41.39569,1189.49207,100945.28125,
"996","995",,,,,,,,,,,,,,,,171324.07813,221011.03125,
"997","996",,,,,,,,,,,,,,,,16395.36328,79442.83594,
"998","997",,,,,,,,,,,,,,,,67546.80469,126892.16406,
"999","998",,,,,,,,,,,,,,,,31996.78711,33164.03906,
"1000","999",1.00000,0.00695,139.66989,201.85997,0.35404,98.62057,99.56529,94.07817,9.21012,7.54415,2.82891,19.82436,18.60381,13.48868,380.38376,11666.06055,14399.54297,1.84597
"1001","1000",,,,,,,,,,,,,,,,117025.98438,166892.67188,
"1002","1001",,,,,,,,,,,,,,,,21816.73438,56814.30469,
"1003","1002",,,,,,,,,,,,,,,,118005.85938,135347.23438,
"1004","1003",,,,,,,,,,,,,,,,105070.37500,192704.14063,
"1005","1004",,,,,,,,,,,,,,,,61161.36328,89837.85938,
"1006","1005",2.00000,,137.74669,188.55255,0.14312,,,,,,,,,,,2609.03223,60747.44141,
"1007","1006",2.00000,0.00664,139.39174,189.38235,0.23471,75.46755,75.58297,82.80272,10.23252,7.84969,3.26243,19.90643,18.16574,12.66227,78.69556,4103.65771,54393.96094,0.10559
"1008","1007",,,,,,,,,,,,,,,,85924.35938,149193.20313,
"1009","1008",,,,,,,,,,,,,,,,10584.31152,65684.84375,
"1010","1009",,,,,,,,,,,,,,,,41788.62500,126874.70313,
"1011","1010",1.00000,,,,,,,,,,,,,,,2410.26294,63943.82031,
"1012","1011",,,,,,,,,,,,,,,,52174.49219,222559.39063,
"1013","1012",,0.02013,140.10704,165.88794,0.11563,111.89183,121.47698,111.60332,10.00954,7.99141,3.57841,17.79283,15.91683,11.53366,285.83987,3612.63403,25108.33008,3.27009
"1014","1013",,,,,,,,,,,,,,,,27772.16992,62352.18359,
"1015","1014",,0.00279,150.13527,170.16859,0.01855,113.20155,105.61918,89.40022,8.04253,6.16354,1.54869,17.01622,15.24624,10.06385,299.53726,160520.71875,194262.39063,5.47701
