Join_Count,TARGET_FID,JOIN_FID,Year,Severity,SBW,SBW_ID,Ecoregion,Shape_Leng,Area_Ha,defo_index,Field1,X,Y,fid,Field1_2,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast
"1","14235","36","1972","3","84","87",Central Newfoundland Forest,54600.153927299994393,9144.586111169999640,"0","14235","436805","5384797","905","14235",1,0.03316,139.70724,200.76396,0.29739,103.36553,101.18214,91.36726,9.62926,7.9742,3.12678,19.28763,18.15708,13.13781,437.18869,12081.21191,34195.73828,3.33575
"1","14236","36","1972","3","84","87",Central Newfoundland Forest,54600.153927299994393,9144.586111169999640,"0","14236","438805","5384797","906","14236",1,0.0018,139.77203,201.06007,0.33889,103.18795,100.98135,91.19677,9.59974,7.94988,3.10374,19.31047,18.1839,13.15187,422.82181,12749.50781,32954.46484,1.99962
"1","14237","36","1972","3","84","87",Central Newfoundland Forest,54600.153927299994393,9144.586111169999640,"0","14237","440805","5384797","907","14237",1,0.00925,139.55835,202.57974,0.38978,102.70798,100.46438,90.72176,9.6292,7.98112,3.13761,19.41286,18.28452,13.2421,399.05511,13680.06641,31713.19336,0.2869
"1","14279","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14279","524805","5384797","908","14279",2,0.00492,138.07841,210.76633,0.33393,92.17332,91.18732,85.40984,9.41337,7.8071,3.03153,20.71685,19.53594,14.19098,264.28848,2077.31763,7712.21191,2.30322
"1","14280","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14280","526805","5384797","909","14280",5,0.00398,138.03926,211.05124,0.30477,91.99363,91.01075,85.38471,9.41822,7.8114,3.03682,20.73508,19.55316,14.20757,260.55072,698.46277,8883.41602,1.94706
"1","14281","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14281","528805","5384797","910","14281",5,0.00451,137.84749,211.3334,0.40968,91.57598,90.6098,85.11672,9.46148,7.85294,3.0797,20.80648,19.61963,14.27337,245.03204,2103.83813,10154.65527,0.20993
"1","14282","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14282","530805","5384797","911","14282",2,0.01321,137.89735,211.06879,0.42716,91.57658,90.59406,85.27084,9.44183,7.83468,3.06166,20.7857,19.60093,14.25627,262.17368,4045.2959,11627.76465,6.08444
"1","14283","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14283","532805","5384797","912","14283",1,0.01715,138.02699,210.94135,0.38612,91.61949,90.61171,85.46485,9.4172,7.81011,3.03762,20.7566,19.57566,14.2343,270.21933,4387.35645,13164.54297,5.97087
"1","14284","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14284","534805","5384797","913","14284",1,0.01252,138.2049,209.93269,0.31555,91.91611,90.86479,85.91772,9.35814,7.75135,2.97773,20.67251,19.49879,14.16237,293.72437,3851.12915,14735.77539,5.78814
"1","14314","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14314","594805","5384797","914","14314",2,0.01332,135.11856,212.1266,0.29019,87.92604,87.71791,87.53487,10.00119,8.3522,3.6193,21.20289,19.99926,14.75554,211.2614,4362.53369,15647.18652,5.4332
"1","14351","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14351","668805","5384797","915","14351",2,0.02058,134.41026,204.66273,0.20098,81.69169,82.46192,86.1853,10.21202,8.35335,3.7163,21.19945,19.88826,14.62768,186.76566,3498.44434,21958.23242,3.00124
"1","14352","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14352","670805","5384797","916","14352",5,0.01148,134.15202,205.43088,0.25361,81.00582,81.80511,85.47731,10.26906,8.40617,3.77665,21.30901,19.98677,14.72245,130.11987,4611.83887,22731.22656,2.34066
"1","14353","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14353","672805","5384797","917","14353",5,0.01135,133.87488,205.58241,0.28897,80.41733,81.23494,84.88466,10.30614,8.44004,3.81817,21.39259,20.06074,14.79326,91.48035,5411.3208,23145.13281,1.00018
"1","14354","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14354","674805","5384797","918","14354",2,0.01365,133.66547,205.78729,0.2708,79.91334,80.74037,84.39576,10.3279,8.4586,3.84294,21.45106,20.11144,14.83999,64.64215,3494.65552,23611.68164,0.23393
"1","14355","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14355","676805","5384797","919","14355",5,0.01367,133.76617,205.11755,0.24661,79.72784,80.52151,84.29674,10.29545,8.42163,3.80908,21.42246,20.0815,14.80625,90.78309,1760.54932,24091.39648,0.32662
"1","14357","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14357","680805","5384797","920","14357",2,0.02588,133.29456,204.70955,0.24657,78.7647,79.57197,83.34962,10.32869,8.44692,3.84674,21.523,20.16424,14.88036,95.96658,2510.01514,21438.35742,5.73039
"1","14370","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14370","706805","5384797","921","14370",2,0.00462,135.69124,200.55885,0.31978,76.16456,76.2431,81.90968,9.92126,7.96599,3.39558,21.09356,19.66911,14.3195,162.64461,8038.34424,3302.26807,1.10213
"1","14371","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14371","708805","5384797","922","14371",2,0.01055,135.33853,200.58836,0.31982,75.40867,75.46726,81.1066,9.97228,8.01548,3.45419,21.21648,19.77747,14.41919,132.27106,7113.17725,1928.47449,1.89979
"1","14372","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14372","710805","5384797","923","14372",2,0.00572,135.11617,200.71846,0.2667,74.87083,74.88424,80.57611,9.99744,8.03664,3.48065,21.27993,19.82764,14.46284,98.11395,6676.79639,630.32654,1.18526
"1","14373","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14373","712805","5384797","924","14373",2,0.01645,135.0188,200.28423,0.25818,74.48063,74.44325,80.22129,10.00888,8.04191,3.48963,21.30783,19.84398,14.47316,78.54052,6823.62988,654.49402,0.22508
"1","14374","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14374","714805","5384797","925","14374",2,0.02277,135.2417,200.47754,0.25065,74.34624,74.20986,80.19108,9.98532,8.00933,3.45746,21.26196,19.78905,14.41317,100.22178,7040.74121,1939.3147,6.07698
"1","14375","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14375","716805","5384797","926","14375",2,0.01778,135.63658,199.4185,0.21515,74.3014,73.98047,80.30212,9.93279,7.94713,3.39323,21.16616,19.68891,14.30717,114.45131,6449.68018,3224.13525,6.2253
"1","14376","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14376","718805","5384797","927","14376",2,0.01604,135.43819,199.77835,0.22081,73.83335,73.48783,79.83482,9.96799,7.97563,3.42527,21.23268,19.74094,14.35276,79.43909,4582.24414,4544.43994,0.41716
"1","14377","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14377","720805","5384797","928","14377",,0.01555,135.55145,199.10503,0.2003,73.70085,73.27129,79.79631,9.95351,7.95177,3.40151,21.19577,19.69405,14.29998,87.72427,2742.07056,6162.45068,0.53012
"1","14378","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14378","722805","5384797","929","14378",,0.00949,135.38956,198.59619,0.19807,73.43021,73.05367,79.5359,9.98329,7.97361,3.42687,21.24513,19.72969,14.32876,58.44159,855.75574,7909.31104,1.49051
"1","14383","1511","1978","3","72","147",North Shore Forest,51396.345325700000103,13386.370414499999242,"0","14383","760805","5384797","930","14383",2,0.01512,138.75934,190.91943,0.24542,75.02083,75.23703,81.99173,10.08672,7.78783,3.20264,20.19167,18.49444,12.99115,71.98749,2374.78711,40227.6875,4.83817
"1","14384","1492","1977","3","52","106",North Shore Forest,55328.142542599998706,10917.934146300000066,"0","14384","762805","5384797","931","14384",2,0.00989,139.33998,190.27783,0.18284,75.34053,75.48782,82.41245,10.05489,7.73568,3.14579,20.01985,18.32005,12.81339,86.77377,3193.2146,42099.76953,5.30967
"1","14385","1492","1977","3","52","106",North Shore Forest,55328.142542599998706,10917.934146300000066,"0","14385","764805","5384797","932","14385",2,0.00833,139.71858,190.79173,0.25992,75.42911,75.51872,82.52515,10.06675,7.72811,3.13563,19.92204,18.21464,12.70439,116.97521,2163.28687,43983.11719,6.12329
"1","14386","1492","1977","3","52","106",North Shore Forest,55328.142542599998706,10917.934146300000066,"0","14386","766805","5384797","933","14386",2,0.00989,139.64291,190.4192,0.24539,75.20544,75.23901,82.21722,10.13167,7.77268,3.17834,19.91545,18.1942,12.67931,108.63472,1076.42786,45876.33984,1.25875
"1","14387","1492","1977","3","52","106",North Shore Forest,55328.142542599998706,10917.934146300000066,"0","14387","768805","5384797","934","14387",1,0.01818,139.40457,190.73,0.25171,74.77402,74.74336,81.62689,10.23695,7.85757,3.26395,19.96654,18.22839,12.70858,60.18381,1178.63306,47778.26172,1.65256
"1","14400","2112","1979","3","222","141",Western Newfoundland Forest,52386.310331400003633,9257.780821480000668,"0","14400","350805","5386797","935","14400",1,0.0166,136.30011,191.76405,0.26196,94.83887,92.64567,85.15881,11.33877,9.34512,4.58195,18.92655,17.38964,12.67921,87.16178,2478.79199,90494.05469,1.20706
"1","14401","2112","1979","3","222","141",Western Newfoundland Forest,52386.310331400003633,9257.780821480000668,"0","14401","352805","5386797","936","14401",1,0.01898,135.55644,193.02135,0.15554,94.0492,91.92625,84.58589,11.48889,9.48436,4.73391,19.12159,17.56769,12.85771,42.41061,1588.26025,88670.32031,1.35204
"1","14419","1855","1974","3","89","76",Western Newfoundland Forest,122808.548081999993883,19814.905302499999380,"0","14419","410805","5386797","937","14419",1,0.02906,135.44405,205.59096,0.26655,102.92818,101.06583,90.97914,10.63561,8.93474,4.05888,19.97533,18.79509,13.96665,165.0656,2498.25024,43205.50391,4.74044
"1","14429","1822","1972","3","84","87",Western Newfoundland Forest,93109.073443800007226,6108.842011069999899,"0","14429","430805","5386797","938","14429",3,0.04398,135.47183,208.99786,0.2864,99.57263,97.08645,87.39474,10.5509,8.85647,4.01692,20.35247,19.14852,14.18754,221.39766,7578.19336,36053.07813,5.76096
"1","14430","36","1972","3","84","87",Central Newfoundland Forest,54600.153927299994393,9144.586111169999640,"0","14430","432805","5386797","939","14430",3,0.06036,137.15935,206.35486,0.27329,101.30544,98.80466,89.03191,10.13704,8.46853,3.61795,19.8945,18.73814,13.7508,420.70544,8887.70605,35794.04297,5.31497
"1","14431","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14431","434805","5386797","940","14431",3,0.04975,139.23807,201.93199,0.25257,103.06134,100.66388,90.85931,9.72033,8.06342,3.21049,19.36423,18.2353,13.22298,505.75787,9731.72852,35645.51172,5.74538
"1","14432","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14432","436805","5386797","941","14432",3,0.02931,139.71295,200.78519,0.29153,103.14522,100.74509,90.95791,9.63908,7.98679,3.13496,19.31199,18.18863,13.16188,451.62646,10163.70117,35608.87109,6.13656
"1","14433","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14433","438805","5386797","942","14433",1,0.01086,139.82767,201.5511,0.39516,103.01541,100.60928,90.85133,9.60255,7.9541,3.10386,19.31883,18.1986,13.15985,406.34406,10949.66211,34522.66406,0.93659
"1","14434","36","1972","3","84","87",Central Newfoundland Forest,54600.153927299994393,9144.586111169999640,"0","14434","440805","5386797","943","14434",1,0.00316,139.31332,203.84457,0.4415,102.18504,99.70832,90.00272,9.69531,8.04763,3.20103,19.51496,18.38874,13.33995,383.25275,12020.37305,33281.39063,0.49138
"1","14435","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14435","442805","5386797","944","14435",1,0.01397,139.36116,203.07518,0.313,102.14298,99.67466,90.00575,9.6423,7.99813,3.15416,19.49476,18.37071,13.30975,384.22803,13307.27832,32040.11914,4.55915
"1","14436","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14436","444805","5386797","945","14436",1,0.01321,139.91762,202.39096,0.36528,102.49658,100.08245,90.4424,9.52243,7.88195,3.03845,19.37298,18.2563,13.18269,423.29617,14753.91211,30819.49023,4.0438
"1","14476","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14476","524805","5386797","946","14476",5,0.0054,138.22061,210.71028,0.36124,91.98712,90.83026,85.10073,9.37592,7.77424,2.99319,20.705,19.53263,14.17191,281.63608,3367.89771,6090.37842,2.73055
"1","14477","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14477","526805","5386797","947","14477",5,0.00861,138.20332,210.47836,0.34911,91.89355,90.73256,85.1618,9.36672,7.76538,2.98465,20.70239,19.53123,14.17124,278.03235,2698.33643,7326.97363,2.53355
"1","14478","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14478","528805","5386797","948","14478",5,0.00911,137.94383,211.07115,0.35027,91.36345,90.22644,84.77854,9.42462,7.82113,3.04231,20.79872,19.61958,14.25643,259.2702,3349.52295,8808.91113,2.169
"1","14479","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14479","530805","5386797","949","14479",5,0.0056,137.73198,212.65063,0.45529,90.82411,89.70961,84.38673,9.48634,7.88172,3.10543,20.89797,19.71088,14.34558,233.95631,4495.25,10355.88281,1.38656
"1","14480","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14480","532805","5386797","950","14480",1,0.00834,137.50618,213.02899,0.40736,90.53057,89.41335,84.23955,9.51551,7.90923,3.13456,20.94484,19.75417,14.38986,221.54591,2798.84839,11927.5918,5.85784
"1","14481","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14481","534805","5386797","951","14481",1,0.01478,137.85861,211.72334,0.39393,90.99322,89.81242,84.85512,9.4273,7.82284,3.04657,20.82197,19.64324,14.28514,250.99126,1852.65845,13565.1084,5.34962
"1","14510","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14510","592805","5386797","952","14510",2,0.00513,134.61203,213.11545,0.33691,86.88681,86.55592,86.21031,10.11073,8.47077,3.73351,21.39911,20.18848,14.92523,158.58487,2118.30542,18117.05273,5.82644
"1","14511","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14511","594805","5386797","953","14511",2,0.0128,134.75772,212.82483,0.29558,87.07919,86.79959,86.62289,10.08195,8.43816,3.70028,21.33672,20.12966,14.8674,182.11928,2490.88159,16217.44922,5.6242
"1","14512","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14512","596805","5386797","954","14512",2,0.01022,134.99988,212.17168,0.30724,87.33984,87.10412,87.10165,10.04069,8.39349,3.65472,21.25618,20.05438,14.79416,195.78912,3663.17212,14317.89941,5.90576
"1","14551","240","1976","3","158","529",Central Newfoundland Forest,84698.475750900004641,19792.359328599999571,"0","14551","674805","5386797","955","14551",2,0.01154,133.68373,205.95143,0.28142,79.78522,80.5547,84.23444,10.33971,8.46839,3.84458,21.45131,20.11831,14.83376,127.88088,3354.77515,25556.50391,2.95227
"1","14552","240","1976","3","158","529",Central Newfoundland Forest,84698.475750900004641,19792.359328599999571,"0","14552","676805","5386797","956","14552",5,0.01163,133.57025,206.59842,0.23977,79.3624,80.13682,83.83619,10.34785,8.47219,3.85454,21.48649,20.14733,14.85925,123.24104,1478.08606,25688.87109,2.44819
"1","14553","240","1976","3","158","529",Central Newfoundland Forest,84698.475750900004641,19792.359328599999571,"0","14553","678805","5386797","957","14553",5,0.01966,133.15572,206.02554,0.20035,78.62315,79.45074,83.03481,10.40772,8.52891,3.921,21.60913,20.25575,14.96291,91.12645,201.46182,24266.74023,1.39198
"1","14554","130","1975","2","58","133",Central Newfoundland Forest,53994.167818900001294,11216.553115200000320,"0","14554","680805","5386797","958","14554",2,0.02051,132.45923,206.5616,0.25948,77.75694,78.66116,82.05697,10.49135,8.61032,4.01588,21.76756,20.39482,15.09906,25.44997,1078.7854,22844.60938,6.05273
"1","14555","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14555","682805","5386797","959","14555",2,0.03829,133.67316,204.72951,0.25003,78.65248,79.36897,83.33694,10.28067,8.389,3.78214,21.437,20.08307,14.78313,112.38391,2938.39526,21426.92578,5.77098
"1","14569","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14569","710805","5386797","960","14569",2,0.01668,135.30209,200.1096,0.24649,74.93145,74.97205,80.6791,9.99071,8.02359,3.46166,21.22282,19.77481,14.40049,121.12428,4684.94922,2163.04834,2.47383
"1","14570","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14570","712805","5386797","961","14570",2,0.01818,134.93204,200.51443,0.20804,74.26955,74.32441,79.97141,10.04817,8.07661,3.52195,21.33842,19.87347,14.49246,74.45367,4891.93896,878.22772,2.27155
"1","14571","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14571","714805","5386797","962","14571",2,0.00376,134.49194,200.94026,0.2153,73.68665,73.8055,79.32923,10.11508,8.13876,3.59178,21.45907,19.97418,14.58673,35.36223,5299.16748,406.5929,1.40534
"1","14572","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14572","716805","5386797","963","14572",2,0.0103,134.90138,199.80112,0.23598,73.77076,73.68477,79.60311,10.04299,8.05629,3.50592,21.32585,19.83893,14.44679,80.10382,4484.14063,1721.21191,5.53848
"1","14573","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14573","718805","5386797","964","14573",2,0.00321,135.41524,200.08659,0.28408,73.76678,73.52145,79.7515,9.9928,7.9958,3.44216,21.2316,19.73952,14.34234,96.40402,4039.4873,3441.4895,1.19059
"1","14574","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14574","720805","5386797","965","14574",1,0.0082,135.1837,199.78069,0.19492,73.40551,73.20983,79.38068,10.03407,8.03002,3.48155,21.30003,19.79176,14.38756,47.51889,2101.77344,5189.33984,1.66624
"1","14575","209","1976","3","112","300",Central Newfoundland Forest,23467.703041600001598,1956.819402899999886,"0","14575","722805","5386797","966","14575",,0.00982,135.26382,199.18301,0.19043,73.35613,73.10385,79.42693,10.01599,8.00168,3.4525,21.25427,19.73675,14.32693,71.75662,164.05963,6937.18994,4.12435
"1","14576","209","1976","3","112","300",Central Newfoundland Forest,23467.703041600001598,1956.819402899999886,"0","14576","724805","5386797","967","14576",,0.01626,136.06218,198.3382,0.18612,73.87499,73.49917,80.18449,9.91605,7.88613,3.32927,21.03792,19.51997,14.10662,118.34249,1723.18579,8685.04004,3.07167
"1","14577","1478","1976","3","112","300",North Shore Forest,29131.672506999999314,2452.125302420000480,"0","14577","726805","5386797","968","14577",,0.01557,135.55595,198.68306,0.19917,73.38033,73.21004,79.58939,10.01024,7.97498,3.42464,21.20141,19.66225,14.24075,65.93827,3558.88086,10432.89063,2.71051
"1","14578","1477","1976","2","110","301",North Shore Forest,17529.806785400000081,1381.748129170000084,"0","14578","728805","5386797","969","14578",,0.00869,135.84561,198.19008,0.20439,73.47134,73.29906,79.78197,9.98872,7.94155,3.38894,21.13755,19.59034,14.16293,96.78783,5419.69678,12145.04883,2.43376
"1","14579","1477","1976","2","110","301",North Shore Forest,17529.806785400000081,1381.748129170000084,"0","14579","730805","5386797","970","14579",,,135.49103,198.49246,0.2219,73.28783,73.33957,79.53497,10.06049,8.00259,3.45455,21.23243,19.66619,14.23268,53.80716,5983.79932,13700.9043,
"1","14582","1511","1978","3","72","147",North Shore Forest,51396.345325700000103,13386.370414499999242,"0","14582","760805","5386797","971","14582",2,0.01271,138.69086,190.80879,0.22987,74.72895,74.87923,81.57639,10.12707,7.82072,3.23425,20.20359,18.50099,12.99192,65.78256,1752.65649,39551.78516,4.85149
"1","14583","1511","1978","3","72","147",North Shore Forest,51396.345325700000103,13386.370414499999242,"0","14583","762805","5386797","972","14583",2,0.00799,139.23102,190.4642,0.18587,74.98361,75.06901,81.90483,10.10554,7.77904,3.18826,20.05382,18.34707,12.83404,84.11877,3613.29688,41454.40234,6.19234
"1","14584","1511","1978","3","72","147",North Shore Forest,51396.345325700000103,13386.370414499999242,"0","14584","764805","5386797","973","14584",2,0.01433,139.2944,190.9464,0.23384,74.78996,74.82157,81.62993,10.16744,7.82069,3.22901,20.03916,18.31944,12.80185,57.31737,2172.51343,43365.78516,0.01686
"1","14585","1511","1978","3","72","147",North Shore Forest,51396.345325700000103,13386.370414499999242,"0","14585","766805","5386797","974","14585",2,0.01276,139.4231,190.72429,0.23636,74.81052,74.77972,81.64496,10.19026,7.82275,3.22775,19.95938,18.23052,12.70943,80.53388,1933.92883,45284.82422,0.08294
"1","14586","1492","1977","3","52","106",North Shore Forest,55328.142542599998706,10917.934146300000066,"0","14586","768805","5386797","975","14586",2,0.01622,139.6004,190.26581,0.244,74.76632,74.6666,81.56944,10.224,7.83689,3.23893,19.89587,18.15769,12.63271,72.59102,489.43076,47210.58203,1.19968
"1","14629","1822","1972","3","84","87",Western Newfoundland Forest,93109.073443800007226,6108.842011069999899,"0","14629","436805","5388797","976","14629",3,0.06505,136.95197,206.4382,0.26836,100.27316,97.49287,87.85297,10.15834,8.48981,3.64465,20.02134,18.86026,13.84014,325.09805,8285.28711,33608.97266,5.91468
"1","14630","1822","1972","3","84","87",Western Newfoundland Forest,93109.073443800007226,6108.842011069999899,"0","14630","438805","5388797","977","14630",1,0.05819,138.52158,204.78665,0.35431,101.48263,98.74782,89.06735,9.85835,8.20604,3.3555,19.68969,18.55829,13.51784,446.90494,9232.56445,33689.05078,0.0477
"1","14631","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14631","440805","5388797","978","14631",1,0.04709,138.45261,205.38406,0.32575,101.26868,98.5227,88.8787,9.83422,8.18403,3.33668,19.71301,18.58252,13.52944,360.05365,10480.19727,33887.18359,6.11401
"1","14632","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14632","442805","5388797","979","14632",1,0.03948,139.91969,201.84474,0.3639,102.68489,100.10198,90.4464,9.52114,7.87901,3.03012,19.31227,18.20074,13.1321,449.76251,11934.35449,33624.53125,5.43208
"1","14633","887","1972","3","84","87",Long Range Barrens,137273.047474999999395,16974.783868499998789,"0","14633","444805","5388797","980","14633",1,0.01994,140.57974,201.10915,0.40204,102.99214,100.46165,90.83838,9.41102,7.7722,2.92456,19.20356,18.09817,13.01757,477.09525,13528.60254,32350.79492,5.15402
"1","14675","163","1975","3","122","135",Central Newfoundland Forest,39118.669340500004182,7615.712561540000024,"0","14675","528805","5388797","981","14675",5,0.01265,138.24522,211.21555,0.34175,91.33656,90.01295,84.63029,9.36278,7.76389,2.97942,20.7501,19.58204,14.20506,274.58408,5100.24268,7547.22168,2.29084
"1","14676","162","1975","2","120","131",Central Newfoundland Forest,22069.104063499995391,3275.854994599999827,"0","14676","530805","5388797","982","14676",5,0.01284,137.78812,212.43706,0.41685,90.53879,89.25951,83.97569,9.46044,7.8597,3.07814,20.90566,19.7251,14.34291,255.89442,4095.90186,9129.08984,2.23319
"1","14677","162","1975","2","120","131",Central Newfoundland Forest,22069.104063499995391,3275.854994599999827,"0","14677","532805","5388797","983","14677",1,0.00457,137.49377,213.18019,0.41566,90.09188,88.81989,83.67322,9.51169,7.90931,3.13026,20.98641,19.79881,14.41572,236.82317,2098.25977,10820.58203,2.49708
"1","14707","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14707","592805","5388797","984","14707",2,0.01069,134.77168,213.12958,0.31896,86.67993,86.22186,85.93613,10.08193,8.44582,3.70046,21.37918,20.17631,14.89451,170.0358,302.35382,18742.86523,2.52568
"1","14708","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14708","594805","5388797","985","14708",2,0.00203,134.49481,213.17676,0.28192,86.3802,86.02135,85.86349,10.13907,8.50038,3.75728,21.43511,20.22664,14.94649,157.80836,865.60638,16843.42578,0.00015
"1","14709","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14709","596805","5388797","986","14709",2,0.01043,134.51126,212.6987,0.32313,86.45777,86.16297,86.16324,10.13051,8.48836,3.7454,21.3998,20.19318,14.9149,177.9353,1961.07043,14959.53418,5.75873
"1","14710","89","1974","2","64","75",Central Newfoundland Forest,60394.017207099997904,20820.909135099998821,"0","14710","598805","5388797","987","14710",2,0.00935,134.80135,212.67464,0.32673,86.68903,86.44147,86.61184,10.09439,8.44843,3.70488,21.32652,20.1241,14.84717,195.05183,3468.34839,13110.08496,6.08064
"1","14711","282","1976","2","212","512",Central Newfoundland Forest,83802.495272900006967,30516.285334299998794,"0","14711","600805","5388797","988","14711",2,0.00798,134.69229,212.20557,0.35758,86.55076,86.38459,86.6896,10.12185,8.47235,3.73052,21.34196,20.13624,14.86008,184.99609,4929.74561,11311.98438,0.4279
"1","14725","434","1978","2","114","112",Central Newfoundland Forest,95154.545653399996809,15442.376595800000359,"0","14725","628805","5388797","989","14725",2,0.01418,132.70114,211.36887,0.27015,83.8141,84.57616,86.2782,10.53122,8.80449,4.10275,21.6415,20.37598,15.11176,106.35805,6886.83594,1578.72583,5.19247
"1","14748","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14748","674805","5388797","990","14748",5,0.0015,133.69604,206.11766,0.22435,79.67088,80.38936,84.07625,10.35393,8.47991,3.8482,21.44876,20.12172,14.82435,121.71928,2125.61816,27501.32617,0.42578
"1","14749","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14749","676805","5388797","991","14749",5,0.01159,133.73221,206.58264,0.20177,79.3971,80.10542,83.86256,10.33984,8.46019,3.83254,21.44379,20.11277,14.81247,142.64297,974.90009,27095.12305,1.44239
"1","14750","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14750","678805","5388797","992","14750",2,0.02013,133.28545,206.08502,0.20996,78.66779,79.4348,83.07709,10.39801,8.51502,3.8981,21.56466,20.22007,14.91468,61.62427,171.89404,25672.99219,1.95815
"1","14755","226","1976","2","132","523",Central Newfoundland Forest,24581.305018899995048,2299.905432000000019,"0","14755","688805","5388797","993","14755",2,0.03292,134.72852,204.19757,0.24597,78.31583,78.86575,83.32874,10.1456,8.23157,3.62235,21.23972,19.88494,14.5603,160.15128,8724.9502,19234.56445,5.92095
"1","14765","347","1977","3","40","21",Central Newfoundland Forest,2360667.885900000110269,894836.021016999962740,"0","14765","708805","5388797","994","14765",2,0.00352,135.63773,200.88232,0.20395,75.56108,75.69124,81.32128,9.96619,7.99661,3.42317,21.11108,19.67863,14.30247,165.27844,3651.79028,4980.59082,4.75765
